name;socr;code;index;gninmb;uno;ocatd;status
Ивановская;обл;3700000000000;;3700;;24000000000;0
Иваново;г;3700000100000;;3702;;24401000000;2
14;п/о;3700000100299;153014;3702;;24401000000;0
Дальний;п;3700000100499;153007;3702;;24401000000;0
Глинищево;м;3700000100599;153014;3702;;24401000000;0
Кинешма;г;3700000200000;;3703;;24405000000;0
Ивановский;р-н;3700100000000;;;;24207000000;0
Андреево;д;3700100000200;153009;3711;;24207824027;0
Анкудиново;д;3700100000300;;3711;;24207848002;0
Антониха;д;3700100000400;153533;3711;;24207840003;0
Афанасово;д;3700100000500;;3711;;24207812002;0
Бабенки;д;3700100000600;153535;3711;;24207824002;0
Баглаево;д;3700100000700;;3711;;24207856002;0
Балахонки;д;3700100000800;;3711;;24207856001;0
Бедряево;д;3700100000900;;3711;;24207868002;0
Белоусиха;д;3700100001000;153507;3711;;24207860024;0
Беляницы;д;3700100001100;;3711;;24207804001;0
Беркино;д;3700100001200;;3711;;24207848003;0
Бибирево;с;3700100001300;153505;3711;;24207857005;0
Богданиха;д;3700100001400;153550;3711;;24207840001;0
Богородское;с;3700100001500;;3711;;24207812001;0
Богородское;д;3700100001600;;3711;;24207804012;0
Боевик;д;3700100001700;153510;3711;;24207840004;0
Орьмово Большое;д;3700100001800;153531;3711;;24207840029;0
Брюхово;с;3700100002000;153503;3711;;24207856003;0
Буньково;с;3700100002100;153502;3711;;24207856018;0
Бурмакино;д;3700100002200;153550;3711;;24207840005;0
Бухарово;д;3700100002300;;3711;;24207824003;0
Бяково;д;3700100002400;;3711;;24207812003;0
Василево;д;3700100002500;153508;3711;;24207860002;0
Васильевское;д;3700100002600;153508;3711;;24207860003;0
Волгасиха;д;3700100002700;153532;3711;;24207840006;0
Волжанка;д;3700100002800;153550;3711;;24207840007;0
Востра;д;3700100002900;153535;3711;;24207824004;0
Вотола;д;3700100003000;153518;3711;;24207824005;0
Высоково;д;3700100003100;153505;3711;3722;24207857004;0
Вятчинки;д;3700100003200;;3711;;24207840008;0
Гляденцево;д;3700100003300;;3711;;24207868003;0
Говядово;д;3700100003400;;3711;;24207804002;0
Гоголево;д;3700100003500;153550;3711;;24207840009;0
Голчаново;д;3700100003600;;3711;;24207848004;0
Голяково;д;3700100003700;153535;3711;;24207824006;0
Горбово;д;3700100003800;153507;3711;;24207860025;0
Горенцово;д;3700100003900;153518;3711;;24207824007;0
Горшково;д;3700100004000;153535;3711;;24207824008;0
Григорово;д;3700100004100;153503;3711;;24207856004;0
Гусево;д;3700100004200;153502;3711;;24207856019;0
Дегтярево;д;3700100004300;;3711;;24207824009;0
Дерябиха;д;3700100004400;;3711;;24207840010;0
Десятское;д;3700100004500;153532;3711;;24207840011;0
Добрынское;д;3700100004600;153540;3711;;24207868004;0
Дома Радиотранссети;нп;3700100004700;153027;3711;;24207858003;0
Дубники;д;3700100004800;153512;3711;;24207840013;0
Дубынино;д;3700100004900;153550;3711;;24207840014;0
Дьяково;д;3700100005000;;3711;;24207804003;0
Егорий;с;3700100005100;153503;3711;;24207856005;0
Елюнино;с;3700100005200;;3711;;24207860005;0
Железнодорожной станции Ермолино;д;3700100005300;;3711;;24207868005;0
Железнодорожная станция Ермолино;д;3700100005304;153540;3711;;24207868005;0
Жары;д;3700100005400;153508;3711;;24207860006;0
Железнодорожный;с;3700100005500;153531;3711;;24207858002;0
Желтоносово;д;3700100005600;;3711;;24207840015;0
Жилино;д;3700100005700;153518;3711;;24207873002;0
Жирохово;д;3700100005800;153532;3711;;24207840016;0
Жуково;д;3700100005900;;3711;;24207824011;0
Заболотье;д;3700100006000;153502;3711;;24207856020;0
Завражново;д;3700100006100;153518;3711;;24207824012;0
Залесье;д;3700100006200;153520;3711;;24207848005;0
Замайцево;д;3700100006300;153503;3711;;24207856006;0
Запольново;д;3700100006400;153518;3711;;24207824013;0
Заречье;д;3700100006500;;3711;;24207804004;0
Захарьино;д;3700100006600;153532;3711;;24207840017;0
Зеленый Городок;д;3700100006700;;3711;;24207824014;0
Зольново;д;3700100006800;153540;3711;;24207868006;0
Зыбиха;д;3700100006900;;3711;;24207848006;0
Иванково;д;3700100007000;;3711;;24207856007;0
Иванцево;д;3700100007100;;3711;;24207804013;0
Игнатово;д;3700100007200;;3711;;24207824015;0
Игнатцево;д;3700100007300;153550;3711;;24207840018;0
Измайлово;д;3700100007400;153507;3711;;24207860026;0
Иневеж;д;3700100007500;;3711;;24207848007;0
Исаево;д;3700100007600;153508;3711;;24207860007;0
Кадниково;д;3700100007700;;3711;;24207848008;0
Калачево;с;3700100007800;153507;3711;;24207860027;0
Калачево;д;3700100007900;;3711;;24207840019;0
Каликино;д;3700100008000;;3711;;24207857002;0
Каликино;д;3700100008100;153508;3711;;24207860008;0
Клинцево;д;3700100008200;;3711;;24207856008;0
Кожевниково;д;3700100008300;153508;3711;;24207860009;0
Кожевницы;д;3700100008400;;3711;;24207840020;0
Колбацкое;с;3700100008500;;3711;;24207868007;0
Колесницы Большие;д;3700100008600;153532;3711;;24207840021;0
Коляново;п;3700100008751;153009;3711;;24207824001;0
Конохово;д;3700100008800;;3711;;24207804006;0
Котцыно;с;3700100008900;153507;3711;;24207860028;0
Котюрево;д;3700100009000;;3711;;24207868008;0
Кохма;ст;3700100009100;155110;3711;;24207858002;0
Кочедыково;д;3700100009200;153511;3711;;24207840022;0
Кочорский;д;3700100009300;;3711;;24207840023;0
Кочнево;д;3700100009400;153502;3711;;24207856021;0
Красное;д;3700100009500;153507;3711;;24207860029;0
Железнодорожной станции Красносельская;д;3700100009600;153507;3711;;24207860030;0
Красносельская;ж/д_ст;3700100009601;153507;3711;;24207860000;0
Кривцово;д;3700100009700;;;;24207804005;0
Круглово;д;3700100009800;;3711;;24207824019;0
Крутово;д;3700100009900;153535;3711;;24207824017;0
Крюково;д;3700100010000;;3711;;24207804014;0
Кулиги;д;3700100010100;153520;3711;;24207848009;0
Куликово;д;3700100010200;153508;3711;;24207860010;0
Куминово;д;3700100010300;;3711;;24207848010;0
Купалищи;д;3700100010400;;3711;;24207824018;0
Лебяжий Луг;д;3700100010500;153009;3711;;24207824020;0
Лесной;п;3700100010699;153504;3711;;24207000000;0
Лодышкино;д;3700100010700;153550;3711;;24207840024;0
Ломы;д;3700100010800;;3711;;24207824021;0
Лупаново;д;3700100010900;153518;3711;;24207824000;0
Лысново;д;3700100011000;153518;3711;;24207824023;0
Максаки;д;3700100011100;153505;3711;;24207857003;0
Малинки;д;3700100011200;;3711;;24207860011;0
Орьмово Малое;д;3700100011300;;3711;;24207840030;0
Манульцево;д;3700100011400;153550;3711;;24207840025;0
Марицыно;д;3700100011500;153540;3711;;24207868009;0
Матрохино;д;3700100011600;153508;3711;;24207860012;0
Микшино;д;3700100011700;153503;3711;;24207856009;0
Мильцево;д;3700100011800;153023;3711;;24207804007;0
Михалево;с;3700100011900;153534;3711;;24207848011;0
Михалицы;с;3700100012000;153533;3711;;24207840026;0
Мосеиха;д;3700100012199;153510;3711;;24207000000;0
МТЦ Березовая роща;п;3700100012299;153505;3711;;24207857000;0
Нежилово;д;3700100012300;153510;3711;;24207840027;0
Нефедьево;д;3700100012400;153508;3711;;24207860013;0
Никольское;с;3700100012500;153507;3711;;24207812012;0
Никульское;д;3700100012600;;3711;;24207824016;0
Новая;д;3700100012700;153532;3711;;24207840028;0
Новино;д;3700100012800;153507;3711;;24207812013;0
Ново-Талицы;с;3700100012900;;3711;;24207848001;0
Оголиха;д;3700100013000;153520;3711;;24207848012;0
Оголихи;д;3700100013001;153520;3711;;24207848000;0
Озерный;с;3700100013100;153505;3711;;24207857001;0
Ольховка;д;3700100013200;153502;3711;;24207856022;0
Опольное;д;3700100013300;153540;3711;;24207868010;0
Ошуриха;д;3700100013400;153540;3711;;24207868011;0
Подсобного х-ва завода Ивтекмаш;п;3700100013500;153510;3711;;24207000000;0
П/хозяйства Треста столовых;п;3700100013699;153027;3711;;24207000000;0
Пальмицыно;д;3700100013700;153533;3711;;24207840031;0
Панеево;с;3700100013800;153518;3711;;24207824024;0
Панкратцево;д;3700100013900;153508;3711;;24207860014;0
Парфеньево;д;3700100014000;153508;3711;;24207860015;0
Пережогино;д;3700100014100;153540;3711;;24207868012;0
Песочнево;д;3700100014200;;3711;;24207804008;0
Песочново;д;3700100014201;153023;3711;;24207804000;0
Петровское;д;3700100014300;153540;3711;;24207868013;0
Пещеры;д;3700100014400;;3711;;24207824025;0
Пирогово;д;3700100014500;153503;3711;;24207856010;0
Плишкино;д;3700100014600;;3711;;24207868014;0
Погибельцево;д;3700100014700;153503;3711;;24207856011;0
Подвязновский;с;3700100014800;153527;3711;;24207858001;0
Подталицы;д;3700100014900;;3711;;24207812004;0
Полхини;д;3700100015000;153502;3711;;24207856023;0
Поляниново;д;3700100015100;153508;3711;;24207868016;0
Поповское;д;3700100015200;;3711;;24207856012;0
Поповское;д;3700100015300;153507;3711;;24207860031;0
Починки;д;3700100015400;153507;3711;;24207860032;0
Праслово;д;3700100015500;;3711;;24207840032;0
Прислониха;д;3700100015600;153531;3711;;24207840035;0
Рогатино;д;3700100015700;153508;3711;;24207860016;0
Родионцово;с;3700100015800;153532;3711;;24207840036;0
Рожново;д;3700100015900;153503;3711;;24207856013;0
Рюмкино;д;3700100016000;153507;3711;;24207812014;0
Рябинкино;д;3700100016151;153508;3711;;24207868016;0
Сальцево;д;3700100016200;153550;3711;;24207840037;0
Самсоново;д;3700100016300;153533;3711;;24207840038;0
Сафронцево;д;3700100016400;153508;3711;;24207860017;0
Светлый Луч;д;3700100016500;153045;3711;;24207812005;0
Семеновское;с;3700100016600;;3711;;24207804015;0
Семиново;д;3700100016700;153508;3711;;24207860001;0
Сергиевское;д;3700100016800;153506;3711;;24207812006;0
Серково;д;3700100016900;153502;3711;;24207856024;0
Сидоровское;с;3700100017000;153508;3711;;24207860018;0
Ситниково;д;3700100017100;153502;3711;;24207856025;0
Скалозубка;д;3700100017200;153507;3711;;24207812015;0
Сменово;д;3700100017300;153518;3711;;24207824026;0
Сосновый Бор;м;3700100017499;153027;3711;;24207000000;0
Становое;д;3700100017500;153507;3711;;24207860033;0
Старово;д;3700100017600;153504;3711;;24207804016;0
Степаново;д;3700100017700;153503;3711;;24207856014;0
Стрелково;д;3700100017800;153503;3711;;24207856015;0
Железнодорожной станции Строкино;д;3700100017900;;3711;;24207812008;0
Строкино;ж/д_ст;3700100017902;153506;3711;;24207812008;0
Железнодорожной станции Строкино;с;3700100017903;;3711;;24207812008;0
Стромихино;с;3700100018000;153533;3711;;24207840039;0
Тарасово;д;3700100018100;153503;3711;;24207856016;0
Тарбаево;д;3700100018200;;3711;;24207840040;0
Теплово;д;3700100018300;153550;3711;;24207840041;0
Тимошиха;д;3700100018400;153540;3711;;24207868001;0
Тимошкино;д;3700100018500;;3711;;24207840042;0
Токовицы;д;3700100018600;153508;3711;;24207860020;0
Толчково;д;3700100018700;153508;3711;;24207860020;0
Тюрюково;с;3700100018800;153502;3711;;24207856026;0
Уводь;д;3700100018900;;3711;;24207804009;0
Ушаковка;д;3700100019000;153508;3711;;24207860021;0
Федосово;д;3700100019100;153508;3711;;24207860022;0
Фрольцево;д;3700100019200;153502;3711;;24207856027;0
Храброво;д;3700100019300;153503;3711;;24207856017;0
Хребтово;д;3700100019400;;3711;;24207804017;0
Худынино;д;3700100019500;153023;3711;;24207804010;0
Церковново;с;3700100019600;153502;3711;;24207856028;0
Чернореченский;с;3700100019700;;3711;;24207873001;0
Четверкино;д;3700100019800;153507;3711;;24207812016;0
Четряково;д;3700100019900;153507;3711;;24207860034;0
Чуприно;с;3700100020000;;3711;;24207848014;0
Шульгино;д;3700100020100;153533;3711;;24207840043;0
Шуринцево;д;3700100020200;;3711;;24207804011;0
Щипачево;д;3700100020300;153540;3711;;24207868017;0
Юриково;д;3700100020400;153506;3711;;24207812011;0
Юркино;д;3700100020500;153508;3711;;24207860023;0
Юрьевское;д;3700100020600;153507;3711;;24207860035;0
Якимово;д;3700100020700;153533;3711;;24207840044;0
Ярлыково;д;3700100020800;153540;3711;;24207868018;0
Ярумино;д;3700100020900;153532;3711;;24207840045;0
Ясюниха;д;3700100021000;;3711;;24207840046;0
Рябинкино;д;3700100021100;;3711;;24207868016;0
Заболотное;д;3700100021299;153502;3711;;24207000000;0
Котюрево;д;3700100021351;153508;3711;;24207868000;0
Церковного;д;3700100021499;153502;3711;;24207856028;0
14;п/о;3700100021599;153510;3711;;24207000000;0
Курьяново;м;3700100021699;153033;3711;;24207000000;0
Мелиораторов;п;3700100021799;153512;3711;;24207000000;0
14 Военный;г-к;3700100021899;153520;3711;;24207000000;0
Коляново;д;3700100021900;;3711;;24207824001;0
Микшино;д;3700100022099;153503;3711;;24207000000;0
Сергеевка;д;3700100022299;153506;3711;;24207000000;0
15;рзд;3700100022351;153027;3711;;24207000000;0
Сосны ресторан;п;3700100022451;153535;3711;;24207824017;0
Михалево;д;3700100022599;153534;3711;;24207000000;0
Лесное;д;3700100022600;153505;3711;;24207857006;0
Подвязново;д;3700100022799;153527;3711;;24207858000;0
Сверчково;д;3700100022800;153518;3711;;24207824000;0
Полуниха;д;3700100022900;;3711;;24207824000;0
Курилиха;нп;3700100023099;153120;3711;3715;24214835000;0
Северо-Западнее д Пещеры;тер;3700100023151;153518;3711;;24207824000;0
600м западнее ГИБДД на а/дМосква-Иваново;тер;3700100023299;153009;3711;;24207824011;0
Горбатово;д;3700100023399;153507;3711;;24207860000;0
Энергетиков шоссе;автодорога;3700100023499;153531;3711;;24207858000;0
Кохма;г;3700100200000;;3711;;24207504000;1
Просторный;мкр;3700100200100;;3711;;24207504000;0
Верхнеландеховский;р-н;3700200000000;;3706;;24202000000;0
Верхний Ландех;п;3700200000100;155210;3706;;24202551000;1
Верхний Ландех;рп;3700200000101;155210;3720;;24202551000;1
Абросово;д;3700200000200;155210;3706;;24202820002;0
Агафониха;д;3700200000300;155218;3706;;24202838003;0
Аксеново;д;3700200000400;155218;3706;;24202838002;0
Андроково;д;3700200000500;155218;3706;;24202838013;0
Баженово;д;3700200000600;155218;3706;;24202838014;0
Бараново;с;3700200000700;155216;3706;;24202820024;0
Батраково;д;3700200000800;155216;3706;;24202820025;0
Бортное Большое;д;3700200000900;155218;3706;;24202838015;0
Бортно;д;3700200000901;155219;3720;;24202838015;0
Бортное;д;3700200000902;155219;3720;;24202838015;0
Брусово Малое;д;3700200001099;155217;3720;;24202000000;0
Ванино;д;3700200001100;155200;3706;;24202827002;0
Вершиниха;д;3700200001200;155210;3706;;24202827021;0
Вислецы;д;3700200001300;155218;3706;;24202838016;0
Войново;д;3700200001400;155210;3706;;24202827022;0
Воробьево;д;3700200001500;155218;3706;;24202838004;0
Высоково;д;3700200001600;155216;3706;;24202820026;0
Высоково;д;3700200001751;155203;3720;;24202000000;0
Гаринская;д;3700200001800;155370;3706;;24202551002;0
Гоголи;д;3700200001900;155210;3706;;24202827004;0
Гончаково;д;3700200002000;155216;3706;;24202820027;0
Горбуново;д;3700200002100;155218;3706;;24202838017;0
Гороховка;д;3700200002200;155210;3706;;24202551003;0
Грузденик;д;3700200002300;155210;3706;;24202827023;0
Данилово;д;3700200002400;155210;3706;;24202551004;0
Дарьино;д;3700200002500;155200;3706;;24202827005;0
Детково;д;3700200002600;155210;3706;;24202820005;0
Доново;д;3700200002700;155210;3706;;24202827024;0
Душино;д;3700200002800;155216;3706;;24202820028;0
Елшино;д;3700200002900;155218;3706;;24202838018;0
Ерово;д;3700200003000;155210;3706;;24202827006;0
Ефремово;д;3700200003100;155210;3706;;24202820006;0
Жерноково;д;3700200003200;155216;3706;;24202820029;0
Заболотье;д;3700200003399;155210;3720;;24202000000;0
Заглупанье;д;3700200003400;155218;3706;;24202838005;0
Задняя;д;3700200003500;155200;3706;;24202827007;0
Закурино;д;3700200003600;155217;3706;;24202820007;0
Засека;д;3700200003700;155218;3706;;24202838019;0
Затеиха;д;3700200003800;155210;3706;;24202551005;0
Затюлех;д;3700200003900;155210;3706;;24202827025;0
Зинята;д;3700200004099;155210;3720;;24202000000;0
Зубята;д;3700200004100;155210;3706;;24202551007;0
Иваньково;д;3700200004200;155200;3706;;24202827008;0
Игнатовка;д;3700200004300;155200;3706;;24202827009;0
Исаково;д;3700200004400;155200;3706;;24202827010;0
Исаково;д;3700200004551;153219;3720;;24202000000;0
Казарята;д;3700200004600;155218;3706;;24202838006;0
Каменки;д;3700200004700;155216;3706;;24202820030;0
Кандрово;д;3700200004800;155218;3706;;24202838020;0
Кашарята;д;3700200004900;155210;3706;;24202551008;0
Кашино;д;3700200005000;155210;3706;;24202827026;0
Кислята;д;3700200005100;155210;3706;;24202551009;0
Князьково;д;3700200005200;155210;3706;;24202827011;0
Кобелята;д;3700200005300;155210;3706;;24202827027;0
Козицыно;д;3700200005400;155210;3706;;24202827012;0
Коканино;д;3700200005500;155218;3706;;24202838021;0
Кормушино;д;3700200005600;155210;3706;;24202551010;0
Косиково;д;3700200005700;155210;3706;;24202551011;0
Кочино;д;3700200005800;155217;3706;;24202820008;0
Криковская;д;3700200005900;155200;3706;;24202827013;0
Кромы;с;3700200006000;155217;3706;;24202820001;0
Крутовская;д;3700200006100;155218;3706;;24202838022;0
Крутые;д;3700200006200;155210;3706;;24202551012;0
Круты;д;3700200006202;155210;3720;;24202551012;0
Курилово;д;3700200006300;155218;3706;;24202838007;0
Лыково;д;3700200006400;155217;3706;;24202820009;0
Макунино;д;3700200006500;155217;3706;;24202820010;0
Малахово;д;3700200006600;155210;3706;;24202827014;0
Малышиха;д;3700200006700;155210;3706;;24202551013;0
Мальнинская;д;3700200006800;155216;3706;;24202820031;0
Мальяново;д;3700200006900;155210;3706;;24202551014;0
Марково;д;3700200007000;155218;3706;;24202838008;0
Мартыново;д;3700200007100;155200;3706;;24202827015;0
Марьино;д;3700200007200;155210;3706;;24202820012;0
Медвежье;д;3700200007300;155210;3706;;24202551015;0
Мишино;д;3700200007400;155200;3706;;24202827016;0
Маклаково;д;3700200007500;155210;3706;;24202820011;0
Молябуха Большая;д;3700200007600;155217;3706;;24202820013;0
Молябуха;д;3700200007601;155217;3720;;24202820013;0
Мошково;д;3700200007700;155210;3706;;24202820014;0
Муромка Малая;д;3700200007800;155210;3706;;24202827028;0
Муромка;д;3700200007802;155210;3720;;24202827028;0
Мутовино;д;3700200007900;155210;3706;;24202551016;0
Мыт;с;3700200008000;155200;3706;;24202827001;0
Невра;д;3700200008100;155216;3706;;24202820032;0
Неделино;д;3700200008299;155218;3720;;24202000000;0
Обухово;д;3700200008300;155216;3706;;24202820033;0
Овчинники;д;3700200008499;155210;3720;;24202000000;0
Осино;д;3700200008500;155210;3706;;24202551017;0
Осиново;д;3700200008600;155216;3706;;24202820034;0
Осоки;д;3700200008700;155216;3706;;24202820036;0
Остров;д;3700200008800;155216;3706;;24202820035;0
Павлигино;д;3700200008900;155210;3706;;24202820015;0
Паршуково;д;3700200009000;155210;3706;;24202827029;0
Перепелино;д;3700200009100;155210;3706;;24202551018;0
Перлево;д;3700200009200;155210;3706;;24202820018;0
Петелино;д;3700200009300;155210;3706;;24202820016;0
Петрово;д;3700200009400;155217;3706;;24202820017;0
Плоскирята;д;3700200009500;155210;3706;;24202551021;0
Погорелка;д;3700200009600;155210;3706;;24202551019;0
Пожастино;д;3700200009700;155210;3706;;24202551020;0
Поневерье;д;3700200009800;155216;3706;;24202820037;0
Проселки;д;3700200009900;155210;3706;;24202551022;0
Рубцово;д;3700200010000;155217;3706;;24202820019;0
Сахарово;д;3700200010100;155210;3706;;24202827030;0
Серково;д;3700200010200;155200;3706;;24202827017;0
Симаково;д;3700200010300;155218;3706;;24202838001;0
Симаково;с;3700200010301;155218;3720;;24202838001;0
Слобода;д;3700200010400;155210;3706;;24202838009;0
Сметанино;д;3700200010500;155218;3706;;24202838010;0
Соловьево;д;3700200010600;155216;3706;;24202820038;0
Солодихино;д;3700200010700;155218;3706;;24202838011;0
Старая;д;3700200010800;155210;3706;;24202551024;0
Старилово;д;3700200010900;155210;3706;;24202827031;0
Старилово;с;3700200010902;155210;3720;;24202827031;0
Старая Даниловская;д;3700200011000;155210;3706;;24202551025;0
Старо-Даниловская;д;3700200011002;155210;3720;;24202551025;0
Татьяниха;д;3700200011100;155210;3706;;24202551026;0
Терешата;д;3700200011200;155210;3706;;24202827032;0
Тимошинская;д;3700200011300;155217;3706;;24202820020;0
Токарево;д;3700200011400;155210;3706;;24202551027;0
Тронино;д;3700200011500;155218;3706;;24202838012;0
Филатово;д;3700200011600;155210;3706;;24202820021;0
Харино;д;3700200011799;155214;3720;;24202000000;0
Хмелино;д;3700200011800;155210;3706;;24202827018;0
Хромцово;д;3700200011900;155218;3706;;24202838023;0
Худяково;д;3700200012000;155210;3706;;24202551028;0
Царенково;д;3700200012100;155210;3706;;24202551029;0
Чихачево;д;3700200012200;155210;3706;;24202827019;0
Чурилки;д;3700200012300;155216;3706;;24202820039;0
Шатуново;д;3700200012400;;3706;;24202820022;0
Шашино;д;3700200012500;155217;3706;;24202820023;0
Юрино;д;3700200012600;155200;3706;;24202827020;0
Язвицы;д;3700200012700;155210;3706;;24202551030;0
Якутино;д;3700200012800;155210;3706;;24202551031;0
Брусово Большое;д;3700200012900;;3706;;24202820004;0
Бахаевская;д;3700200013000;155217;3706;;24202820003;0
Симанята;д;3700200013100;155210;3706;;24202551023;0
Кобылино;д;3700200013299;155210;3720;;24202000000;0
Зенино;д;3700200013300;155210;3706;;24202551006;0
Высоково;д;3700200014200;155210;3706;;24202827003;0
Вичугский;р-н;3700300000000;;3703;;24201000000;0
Абабково;д;3700300000200;155315;3703;;24201816002;0
Андрюшниково;д;3700300000300;155307;3703;;24201828003;0
Анкино;д;3700300000400;155315;3703;;24201816003;0
Анчигорово;д;3700300000500;155307;3703;;24201828004;0
Артюшино;д;3700300000600;155312;3703;;24201844003;0
Афоново;д;3700300000700;155313;3703;;24201557002;0
Бабино;д;3700300000800;155303;3703;;24201840002;0
Бабкино;д;3700300000999;155312;3701;;24201844004;0
Башево;д;3700300001099;155307;3701;;24201000000;0
Березово;д;3700300001100;155302;3703;;24201812002;0
Боровитиха;д;3700300001200;155310;3703;;24201832002;0
Бородкино;д;3700300001300;155301;3703;;24201804002;0
Бортиха;д;3700300001400;155301;3703;;24201804003;0
Борутиха;д;3700300001500;155315;3703;;24201816005;0
Борщевка;д;3700300001600;155315;3703;;24201816006;0
Боры;д;3700300001700;155311;3703;;24201832003;0
Братилово;д;3700300001800;155313;3703;;24201844005;0
Булатиха;д;3700300001900;155304;3703;;24201820002;0
Быстри;д;3700300002000;155312;3703;;24201844006;0
Коровино Верхнее;д;3700300002100;155307;3703;;24201828011;0
Вандышево;д;3700300002200;155302;3703;;24201812003;0
Васильково;д;3700300002300;155301;3703;;24201804005;0
Васьково;д;3700300002400;155313;3703;;24201816007;0
Вехтево;д;3700300002500;155312;3703;;24201844007;0
Волково;д;3700300002600;155310;3703;;24201844008;0
Волынево;д;3700300002700;155304;3703;;24201820004;0
Воробьево;д;3700300002800;155311;3703;;24201832004;0
Ворошилиха;д;3700300002999;155304;3701;;24201000000;0
Выползово;д;3700300003099;155304;3701;;24201000000;0
Вьялиха;д;3700300003100;155332;3703;;24201840003;0
Гаврилково;д;3700300003200;155301;3703;;24201804001;0
Гайдарово Большое;д;3700300003300;155307;3703;;24201828007;0
Гайдарово;д;3700300003301;155307;3701;;24201828007;0
Галуевская;д;3700300003400;155310;3703;;24201832005;0
Глиздуново;д;3700300003599;155307;3701;;24201000000;0
Глухово;д;3700300003600;155315;3703;;24201816008;0
Гольцовка;д;3700300003700;155311;3703;;24201832006;0
Григориха;д;3700300003899;155315;3701;;24201000000;0
Гридинская;д;3700300003900;155313;3703;;24201816009;0
Дачное;с;3700300004000;155334;3703;;24201808002;0
Демидово;д;3700300004100;155310;3703;;24201844009;0
Долматиха;д;3700300004200;155303;3703;;24201840004;0
Дуравино;д;3700300004300;155303;3703;;24201840005;0
Дюдяково;д;3700300004400;155302;3703;;24201812004;0
Дягелиха;д;3700300004500;155311;3703;;24201832007;0
Ежовка;д;3700300004600;155310;3703;;24201832008;0
Жеребцово;д;3700300004700;155303;3703;;24201840006;0
Жеребчиха;д;3700300004800;155301;3703;;24201804008;0
Жирятино;д;3700300004900;155313;3703;;24201844010;0
Забельское;д;3700300005000;155304;3703;;24201820009;0
Заболотье;д;3700300005100;155315;3703;;24201816010;0
Залесье;д;3700300005200;155332;3703;;24201840009;0
Зарубино;д;3700300005300;155304;3703;;24201820010;0
Захариха;д;3700300005400;155308;3703;;24201808003;0
Золотилово;с;3700300005500;155302;3703;;24201812001;0
Золотовка;д;3700300005600;155301;3703;;24201804009;0
Ивашево;д;3700300005700;155313;3703;;24201557003;0
Избищи;д;3700300005800;155315;3703;;24201816012;0
Ильино;д;3700300005900;155303;3703;;24201840010;0
Исуповская;д;3700300006000;155303;3703;;24201840011;0
Кадыево;д;3700300006100;155315;3703;;24201816013;0
Казаркино;д;3700300006200;155301;3703;;24201804010;0
Каменка;п;3700300006300;;3703;;24201554000;0
Камешки;д;3700300006400;155307;3703;;24201828008;0
Канино;д;3700300006500;155311;3703;;24201832009;0
Карабаново;д;3700300006600;155315;3703;;24201816014;0
Кашино;д;3700300006700;155304;3703;;24201820012;0
Кирикино;д;3700300006800;155308;3703;;24201808004;0
Клеопино;д;3700300006900;155310;3703;;24201832011;0
Клиновец;д;3700300007000;155315;3703;;24201816015;0
Клыгинская;д;3700300007100;155331;3703;;24201840012;0
Клюшино;д;3700300007200;155304;3703;;24201820013;0
Козиха;д;3700300007300;155310;3703;;24201832012;0
Комольцево;д;3700300007400;155307;3703;;24201828009;0
Копылиха;д;3700300007500;155301;3703;;24201804013;0
Корнево;д;3700300007600;155302;3703;;24201812005;0
Косачево;д;3700300007700;155311;3703;;24201832013;0
Котельцы;д;3700300007800;155304;3703;;24201820014;0
Красные Горы;д;3700300007900;155313;3703;;24201816016;0
Красный Октябрь;с;3700300008000;155308;3703;;24201808005;0
Кузнецово;д;3700300008100;155315;3703;;24201816017;0
Курдино;д;3700300008200;155304;3703;;24201820015;0
Куркуново;д;3700300008300;155331;3703;;24201840013;0
Кученево;д;3700300008400;155315;3703;;24201816018;0
Лазуниха;д;3700300008500;155304;3703;;24201820017;0
Левино;д;3700300008600;155312;3703;;24201844011;0
Лемешиха;д;3700300008700;155313;3703;;24201816019;0
Ломы Большие;д;3700300008800;155302;3703;;24201812006;0
Луховец;д;3700300008900;155315;3703;;24201816020;0
Макатово;д;3700300009000;155304;3703;;24201820018;0
Мартыниха;д;3700300009100;155302;3703;;24201812007;0
Марфино;д;3700300009200;155310;3703;;24201832014;0
Матвеиха;д;3700300009300;155311;3703;;24201832015;0
Морозиха;д;3700300009400;155330;3703;;24201804015;0
Закатново Новое;д;3700300009500;155303;3703;;24201840007;0
Коровино Нижнее;д;3700300009600;155307;3703;;24201828012;0
Насакино;д;3700300009700;155315;3703;;24201816021;0
Настасьино;д;3700300009800;155313;3703;;24201844013;0
Нефедово;д;3700300009900;155310;3703;;24201832016;0
Никоново;д;3700300010000;155304;3703;;24201820020;0
Никоновская;д;3700300010100;155301;3703;;24201832017;0
Никулино;д;3700300010200;155315;3703;;24201816022;0
Ново-Писцово;п;3700300010300;;3703;;24201557000;0
Новописцово;п;3700300010302;;3701;;24201557000;0
Новошино;д;3700300010400;155301;3703;;24201804016;0
Овечкино;д;3700300010500;155301;3703;;24201804017;0
Овиново;д;3700300010600;155304;3703;;24201820021;0
Окулово;д;3700300010700;155304;3703;;24201820022;0
Олтухово;д;3700300010800;155302;3703;;24201812009;0
Осиновка;д;3700300010900;155301;3703;;24201804018;0
Пандино;д;3700300011000;155332;3703;;24201840016;0
Пешково;д;3700300011100;155311;3703;;24201832018;0
