name;socr;code;index;gninmb;uno;ocatd
Строитель;тер. СНТ;37000001000000100;153521;3702;;24401000000
1-й;проезд;37000001000000200;153020;3702;;24401000000
10-й;проезд;37000001000000300;;3702;;24401000000
10 Августа;ул;37000001000000400;;3702;;24401000000
10-я;линия;37000001000000500;153003;3702;;24401000000
11-я;линия;37000001000000600;153031;3702;;24401000000
11-й;проезд;37000001000000700;153006;3702;;24401000000
12-я;линия;37000001000000800;153031;3702;;24401000000
12-й;проезд;37000001000000900;153006;3702;;24401000000
13-я;линия;37000001000001000;153031;3702;;24401000000
13-й;проезд;37000001000001100;153006;3702;;24401000000
14-я;линия;37000001000001200;153031;3702;;24401000000
Железнодорожник-3;тер. СНТ;37000001000001300;153045;3702;;24401000000
Железнодорожник-3;снт;37000001000001302;153000;3702;;24401000000
14-й;проезд;37000001000001400;153006;3702;;24401000000
15-я;линия;37000001000001500;153031;3702;;24401000000
15-й;проезд;37000001000001600;153006;3702;;24401000000
16-я;линия;37000001000001700;153031;3702;;24401000000
17-я;линия;37000001000001800;153031;3702;;24401000000
18-я;линия;37000001000001900;153031;3702;;24401000000
19-я;линия;37000001000002000;153031;3702;;24401000000
2-я;линия;37000001000002100;;3702;;24401000000
2-й;проезд;37000001000002200;;3702;;24401000000
20-я;линия;37000001000002300;153031;3702;;24401000000
21-я;линия;37000001000002400;153031;3702;;24401000000
22-я;линия;37000001000002500;153031;3702;;24401000000
23-я;линия;37000001000002600;153031;3702;;24401000000
24-я;линия;37000001000002700;153031;3702;;24401000000
25-я;линия;37000001000002800;153031;3702;;24401000000
3 Июня;ул;37000001000002900;153045;3702;;24401000000
3 Июня;пер;37000001000003000;153045;3702;;24401000000
3-й;проезд;37000001000003100;153020;3702;;24401000000
3-я;линия;37000001000003200;;3702;;24401000000
4-я;линия;37000001000003300;153003;3702;;24401000000
4-й;проезд;37000001000003400;;3702;;24401000000
5-й;проезд;37000001000003500;153020;3702;;24401000000
5-я;линия;37000001000003600;;3702;;24401000000
6-й;проезд;37000001000003700;153020;3702;;24401000000
6-я;линия;37000001000003800;;3702;;24401000000
7-я;линия;37000001000003900;153003;3702;;24401000000
8-я;линия;37000001000004000;153003;3702;;24401000000
Городского Треста Столовых;тер. СНТ;37000001000004100;153000;3702;;24401368000
СНТ городского треста столовых;снт;37000001000004102;153000;3702;;24401368000
8-й;проезд;37000001000004200;153020;3702;;24401000000
9-я;линия;37000001000004300;153003;3702;;24401000000
9-й;проезд;37000001000004400;153020;3702;;24401000000
СНТ Строитель участок 23;снт;37000001000004500;153000;3702;;24401000000
1-й Авдотьинский;пер;37000001000004600;153023;3702;;24401000000
Авдотьинский 1-й;пер;37000001000004602;153023;3702;;24401000000
2-й Авдотьинский;пер;37000001000004700;153023;3702;;24401000000
Авдотьинский 2-й;пер;37000001000004702;153023;3702;;24401000000
3-й Авдотьинский;пер;37000001000004800;153023;3702;;24401000000
Авдотьинский 3-й;пер;37000001000004802;153023;3702;;24401000000
4-й Авдотьинский;пер;37000001000004900;153023;3702;;24401000000
Авдотьинский 4-й;пер;37000001000004902;153023;3702;;24401000000
5-й Авдотьинский;пер;37000001000005000;153023;3702;;24401000000
Авдотьинский 5-й;пер;37000001000005002;153023;3702;;24401000000
6-й Авдотьинский;пер;37000001000005100;153023;3702;;24401000000
Авдотьинский 6-й;пер;37000001000005102;153023;3702;;24401000000
7-й Авдотьинский;пер;37000001000005200;153023;3702;;24401000000
Авдотьинский 7-й;пер;37000001000005202;153023;3702;;24401000000
8-й Авдотьинский;пер;37000001000005300;153023;3702;;24401000000
Авдотьинский 8-й;пер;37000001000005302;153023;3702;;24401000000
9-й Авдотьинский;пер;37000001000005400;153023;3702;;24401000000
Авдотьинский 9-й;пер;37000001000005402;153023;3702;;24401000000
Азовская;ул;37000001000005500;153021;3702;;24401000000
Азовский;пер;37000001000005600;153021;3702;;24401000000
СНТ Строитель участок 35;снт;37000001000005700;153000;3702;;24401000000
Академическая;ул;37000001000005800;153045;3702;;24401000000
Алексеевский;пер;37000001000005900;153008;3702;;24401000000
2-й Алексеевский;пер;37000001000006000;153008;3702;;24401000000
Алексеевский 2-й;пер;37000001000006002;153008;3702;;24401000000
Амбулаторный;пер;37000001000006100;153003;3702;;24401000000
Андреевская;ул;37000001000006200;153038;3702;;24401000000
Аптечный;пер;37000001000006300;153000;3702;;24401000000
Арсения;ул;37000001000006400;;3702;;24401000000
Афанасьева;ул;37000001000006500;153045;3702;;24401000000
Аэродромная;ул;37000001000006600;153022;3702;;24401000000
1-й Бабушкина;пер;37000001000006700;153031;3702;;24401000000
Бабушкина 1-й;пер;37000001000006702;153031;3702;;24401000000
2-й Бабушкина;пер;37000001000006800;153031;3702;;24401000000
Бабушкина 2-й;пер;37000001000006802;153031;3702;;24401000000
3-й Бабушкина;пер;37000001000006900;153031;3702;;24401000000
Бабушкина 3-й;пер;37000001000006902;153031;3702;;24401000000
Багаева;ул;37000001000007000;153000;3702;;24401000000
Багратиона;ул;37000001000007100;153045;3702;;24401000000
Базисная;ул;37000001000007200;153005;3702;;24401000000
СНТ Строитель-2 участок 6;снт;37000001000007300;153000;3702;;24401000000
Бакинский;проезд;37000001000007400;;3702;;24401000000
Балахнина;ул;37000001000007500;153024;3702;;24401000000
Балашова;ул;37000001000007600;;3702;;24401000000
1-я Балинская;ул;37000001000007700;153011;3702;;24401000000
Балинская 1-я;ул;37000001000007702;153011;3702;;24401000000
2-я Балинская;ул;37000001000007800;153011;3702;;24401000000
Балинская 2-я;ул;37000001000007802;153011;3702;;24401000000
3-я Балинская;ул;37000001000007900;153011;3702;;24401000000
Балинская 3-я;ул;37000001000007902;153011;3702;;24401000000
4-я Балинская;ул;37000001000008000;153011;3702;;24401000000
Балинская 4-я;ул;37000001000008002;153011;3702;;24401000000
1-й Балинский;проезд;37000001000008100;153011;3702;;24401000000
Балинский 1-й;проезд;37000001000008103;153011;3702;;24401000000
1-й Балинский;пер;37000001000008200;153021;3702;;24401000000
Балинский 1-й;пер;37000001000008202;153021;3702;;24401000000
2-й Балинский;пер;37000001000008300;153021;3702;;24401000000
Балинский 2-й;пер;37000001000008302;153021;3702;;24401000000
СНТ Строитель-2 участок 2;снт;37000001000008400;153000;3702;;24401364000
Бассейная;ул;37000001000008500;153025;3702;;24401000000
Батурина;ул;37000001000008600;153002;3702;;24401000000
Белинского;пер;37000001000008700;153000;3702;;24401000000
2;гск;37000001000008800;153024;3702;;24401364000
Белозерская;ул;37000001000008900;153005;3702;;24401000000
Белоозерская;ул;37000001000008901;153005;3702;;24401000000
1-й Беляницкий;пер;37000001000009000;153033;3702;;24401000000
Беляницкий 1-й;пер;37000001000009002;153033;3702;;24401000000
2-й Беляницкий;пер;37000001000009100;153033;3702;;24401000000
Беляницкий 2-й;пер;37000001000009102;153033;3702;;24401000000
1-я Березниковская;ул;37000001000009200;153015;3702;;24401000000
Березниковская 1-я;ул;37000001000009202;153015;3702;;24401000000
10-я Березниковская;ул;37000001000009300;153015;3702;;24401000000
Березниковская 10-я;ул;37000001000009302;153015;3702;;24401000000
11-я Березниковская;ул;37000001000009400;153015;3702;;24401000000
Березниковская 11-я;ул;37000001000009402;153015;3702;;24401000000
12-я Березниковская;ул;37000001000009500;153015;3702;;24401000000
Березниковская 12-я;ул;37000001000009502;153015;3702;;24401000000
13-я Березниковская;ул;37000001000009600;153015;3702;;24401000000
Березниковская 13-я;ул;37000001000009602;153015;3702;;24401000000
2-я Березниковская;ул;37000001000009700;153015;3702;;24401000000
Березниковская 2-я;ул;37000001000009702;153015;3702;;24401000000
3-я Березниковская;ул;37000001000009800;153015;3702;;24401000000
Березниковская 3-я;ул;37000001000009802;153015;3702;;24401000000
4-я Березниковская;ул;37000001000009900;153015;3702;;24401000000
Березниковская 4-я;ул;37000001000009902;153015;3702;;24401000000
5-я Березниковская;ул;37000001000010000;153015;3702;;24401000000
Березниковская 5-я;ул;37000001000010002;153015;3702;;24401000000
7-я Березниковская;ул;37000001000010100;153015;3702;;24401000000
Березниковская 7-я;ул;37000001000010102;153015;3702;;24401000000
8-я Березниковская;ул;37000001000010200;153015;3702;;24401000000
Березниковская 8-я;ул;37000001000010202;153015;3702;;24401000000
9-я Березниковская;ул;37000001000010300;153015;3702;;24401000000
Березниковская 9-я;ул;37000001000010302;153015;3702;;24401000000
Березниковский;пер;37000001000010400;153015;3702;;24401000000
Березовая;ул;37000001000010500;153033;3702;;24401000000
Благова;ул;37000001000010600;153022;3702;;24401000000
Болотная;ул;37000001000010700;153025;3702;;24401000000
Больничный;пер;37000001000010800;153025;3702;;24401000000
Борисовский;пер;37000001000010900;153015;3702;;24401000000
Боровая;ул;37000001000011000;153045;3702;;24401000000
Бородинская;ул;37000001000011100;153045;3702;;24401000000
Бригадная;ул;37000001000011200;153013;3702;;24401000000
Брянская;ул;37000001000011300;153007;3702;;24401000000
Брянский;пер;37000001000011400;153007;3702;;24401000000
Бубнова;ул;37000001000011500;;3702;;24401000000
1-я Булатовская;ул;37000001000011600;153021;3702;;24401000000
Булатовская 1-я;ул;37000001000011602;153021;3702;;24401000000
2-я Булатовская;ул;37000001000011700;153021;3702;;24401000000
Булатовская 2-я;ул;37000001000011702;153021;3702;;24401000000
3-я Булатовская;ул;37000001000011800;153021;3702;;24401000000
Булатовская 3-я;ул;37000001000011802;153021;3702;;24401000000
4-я Булатовская;ул;37000001000011900;153021;3702;;24401000000
Булатовская 4-я;ул;37000001000011902;153021;3702;;24401000000
5-я Булатовская;ул;37000001000012000;153021;3702;;24401000000
Булатовская 5-я;ул;37000001000012002;153021;3702;;24401000000
1-й Булатовский;пер;37000001000012100;153021;3702;;24401000000
Булатовский 1-й;пер;37000001000012102;153021;3702;;24401000000
2-й Булатовский;пер;37000001000012200;153021;3702;;24401000000
Булатовский 2-й;пер;37000001000012202;153021;3702;;24401000000
Бульварная;ул;37000001000012300;153013;3702;;24401000000
Буньковская;ул;37000001000012400;153023;3702;;24401000000
1-й Буньковский;пер;37000001000012500;153023;3702;;24401000000
Буньковский 1-й;пер;37000001000012502;153023;3702;;24401000000
2-й Буньковский;пер;37000001000012600;153023;3702;;24401000000
Буньковский 2-й;пер;37000001000012602;153023;3702;;24401000000
Ваграночная;ул;37000001000012700;153043;3702;;24401000000
Валдайская;ул;37000001000012800;153045;3702;;24401000000
80А;гск;37000001000012900;153009;3702;;24401364000
Текстильщиков;аллея;37000001000013000;153013;3702;;24401000000
Текстильщиков;сквер;37000001000013001;153013;3702;;24401000000
Валдайский;пер;37000001000013100;153045;3702;;24401000000
Ванцетти;ул;37000001000013200;153012;3702;;24401000000
Гаражно-строительный кооператив Сокол;тер;37000001000013300;153000;3702;;24401367000
Сокол;гск;37000001000013302;153000;3702;;24401367000
2-я Варгинская;ул;37000001000013400;153008;3702;;24401000000
Варгинская 2-я;ул;37000001000013402;153008;3702;;24401000000
3-я Варгинская;ул;37000001000013500;153008;3702;;24401000000
Варгинская 3-я;ул;37000001000013502;153008;3702;;24401000000
Варгинский;пер;37000001000013600;153008;3702;;24401000000
Варенцовой;ул;37000001000013700;153000;3702;;24401000000
Велижская;ул;37000001000013800;153022;3702;;24401000000
Веретенная;ул;37000001000013900;153025;3702;;24401000000
2-я Веретенная;ул;37000001000014000;153025;3702;;24401000000
Веретенная 2-я;ул;37000001000014002;153025;3702;;24401000000
Веретенный;пер;37000001000014100;153025;3702;;24401000000
Веселова;ул;37000001000014200;153025;3702;;24401000000
Весенняя;ул;37000001000014300;153006;3702;;24401000000
Витебская;ул;37000001000014400;153029;3702;;24401000000
1-я Вичугская;ул;37000001000014500;153038;3702;;24401000000
Вичугская 1-я;ул;37000001000014502;153038;3702;;24401000000
2-я Вичугская;ул;37000001000014600;153038;3702;;24401000000
Вичугская 2-я;ул;37000001000014602;153038;3702;;24401000000
Вичугский;пер;37000001000014700;153038;3702;;24401000000
1-я Вишневая;ул;37000001000014800;153023;3702;;24401000000
Вишневая 1-я;ул;37000001000014802;153023;3702;;24401000000
10-я Вишневая;ул;37000001000014900;153023;3702;;24401000000
Вишневая 10-я;ул;37000001000014902;153023;3702;;24401000000
2-я Вишневая;ул;37000001000015000;153023;3702;;24401000000
Вишневая 2-я;ул;37000001000015002;153023;3702;;24401000000
Железнодорожник-1;тер. СНТ;37000001000015100;153045;3702;;24401000000
Железнодорожник-1;снт;37000001000015102;153045;3702;;24401000000
4-я Вишневая;ул;37000001000015200;153023;3702;;24401000000
Вишневая 4-я;ул;37000001000015202;153023;3702;;24401000000
5-я Вишневая;ул;37000001000015300;153023;3702;;24401000000
Вишневая 5-я;ул;37000001000015302;153023;3702;;24401000000
6-я Вишневая;ул;37000001000015400;153023;3702;;24401000000
Вишневая 6-я;ул;37000001000015402;153023;3702;;24401000000
7-я Вишневая;ул;37000001000015500;153023;3702;;24401000000
Вишневая 7-я;ул;37000001000015502;153023;3702;;24401000000
8-я Вишневая;ул;37000001000015600;153023;3702;;24401000000
Вишневая 8-я;ул;37000001000015602;153023;3702;;24401000000
9-я Вишневая;ул;37000001000015700;153023;3702;;24401000000
Вишневая 9-я;ул;37000001000015702;153023;3702;;24401000000
Вишневый;пер;37000001000015800;153023;3702;;24401000000
Вишневый;проезд;37000001000015900;153023;3702;;24401000000
Владимирская;ул;37000001000016000;153000;3702;;24401000000
ВОСХОД;снт;37000001000016100;153000;3702;;24401000000
Водонапорная;ул;37000001000016200;153023;3702;;24401000000
СНТ Строитель;снт;37000001000016300;153000;3702;;24401000000
2-я Водопроводная;ул;37000001000016400;153023;3702;;24401000000
Водопроводная 2-я;ул;37000001000016402;153023;3702;;24401000000
СНТ Меланжист-1;снт;37000001000016500;153000;3702;;24401000000
40 Лет Октября;тер. СНТ;37000001000016600;153521;3702;;24401000000
СНТ 40 лет Октября;снт;37000001000016602;153521;3702;;24401000000
Вокзальная;пл;37000001000016700;;3702;;24401000000
2-я Волгоградская;ул;37000001000016800;153043;3702;;24401000000
Волгоградская 2-я;ул;37000001000016802;153043;3702;;24401000000
4-я Волгоградская;ул;37000001000016900;153043;3702;;24401000000
Волгоградская 4-я;ул;37000001000016902;153043;3702;;24401000000
Дзержинец-1;тер. СНТ;37000001000017000;153023;3702;;24401000000
СНТ Дзержинец-1;снт;37000001000017002;153000;3702;;24401000000
Володарского;ул;37000001000017100;;3702;;24401000000
Володиной;ул;37000001000017200;153015;3702;;24401000000
Волховская;ул;37000001000017300;153006;3702;;24401000000
Вольная;ул;37000001000017400;153003;3702;;24401000000
Малая Воробьевская;ул;37000001000017500;153000;3702;;24401000000
СНТ N1 им. Ф. Зиновьева;снт;37000001000017600;153000;3702;;24401000000
2-я Воробьевская;ул;37000001000017700;153015;3702;;24401000000
Воробьевская 2-я;ул;37000001000017702;153015;3702;;24401000000
Воронина;ул;37000001000017800;;3702;;24401000000
Юбилейный;снт;37000001000017900;153000;3702;;24401000000
1-й Восточный;пер;37000001000018000;153020;3702;;24401000000
Восточный 1-й;пер;37000001000018002;153020;3702;;24401000000
2-й Восточный;пер;37000001000018100;153020;3702;;24401000000
Восточный 2-й;пер;37000001000018102;153020;3702;;24401000000
3-й Восточный;пер;37000001000018200;153020;3702;;24401000000
Восточный 3-й;пер;37000001000018202;153020;3702;;24401000000
1-я Высоковольтная;ул;37000001000018300;153031;3702;;24401000000
Высоковольтная 1-я;ул;37000001000018302;153031;3702;;24401000000
2-я Высоковольтная;ул;37000001000018400;153031;3702;;24401000000
Высоковольтная 2-я;ул;37000001000018402;153031;3702;;24401000000
3-я Высоковольтная;ул;37000001000018500;153031;3702;;24401000000
Высоковольтная 3-я;ул;37000001000018502;153031;3702;;24401000000
1-й Высоковольтный;пер;37000001000018600;153031;3702;;24401000000
Высоковольтный 1-й;пер;37000001000018602;153031;3702;;24401000000
2-й Высоковольтный;пер;37000001000018700;153031;3702;;24401000000
Высоковольтный 2-й;пер;37000001000018702;153031;3702;;24401000000
3-й Высоковольтный;пер;37000001000018800;153031;3702;;24401000000
Высоковольтный 3-й;пер;37000001000018802;153031;3702;;24401000000
1-я Вяземская;ул;37000001000018900;153021;3702;;24401000000
Вяземская 1-я;ул;37000001000018902;153021;3702;;24401000000
2-я Вяземская;ул;37000001000019000;153021;3702;;24401000000
Вяземская 2-я;ул;37000001000019002;153021;3702;;24401000000
1-я Газетная;ул;37000001000019100;153008;3702;;24401000000
Газетная 1-я;ул;37000001000019102;153008;3702;;24401000000
2-я Газетная;ул;37000001000019200;153008;3702;;24401000000
Газетная 2-я;ул;37000001000019202;153008;3702;;24401000000
3-я Газетная;ул;37000001000019300;153008;3702;;24401000000
Газетная 3-я;ул;37000001000019302;153008;3702;;24401000000
4-я Газетная;ул;37000001000019400;153008;3702;;24401000000
Газетная 4-я;ул;37000001000019402;153008;3702;;24401000000
Дружба;снт;37000001000019500;153008;3702;;24401000000
Гаражная;ул;37000001000019600;153021;3702;;24401000000
Гаражный;пер;37000001000019700;153021;3702;;24401000000
Генерала Белова;ул;37000001000019800;153015;3702;;24401000000
Генкиной;ул;37000001000019900;153037;3702;;24401000000
Генкиной;пл;37000001000020000;153005;3702;;24401000000
Ромашка;снт;37000001000020100;153000;3702;;24401000000
Герцена;ул;37000001000020200;153003;3702;;24401000000
Гаражно-строительный кооператив Пламя;тер;37000001000020300;153040;3702;;24401000000
ГСК Пламя;гск;37000001000020302;153000;3702;;24401000000
Мебельщик;снт;37000001000020400;153000;3702;;24401000000
Гоголя;ул;37000001000020500;153000;3702;;24401000000
Голубева;ул;37000001000020600;;3702;;24401000000
1-й Гончарный;пер;37000001000020700;153029;3702;;24401000000
Гончарный 1-й;пер;37000001000020702;153029;3702;;24401000000
2-й Гончарный;пер;37000001000020800;153029;3702;;24401000000
Гончарный 2-й;пер;37000001000020802;153029;3702;;24401000000
Гончарова;ул;37000001000020900;153027;3702;;24401000000
Горино;ст;37000001000021000;153027;3702;;24401000000
1-я Горинская;ул;37000001000021100;153027;3702;;24401000000
Горинская 1-я;ул;37000001000021102;153027;3702;;24401000000
2-я Горинская;ул;37000001000021200;153027;3702;;24401000000
Горинская 2-я;ул;37000001000021202;153027;3702;;24401000000
Парашютист 1;гск;37000001000021300;153034;3702;;24401000000
Горкинская;ул;37000001000021400;153045;3702;;24401000000
Городская;ул;37000001000021500;;3702;;24401000000
Городской;пер;37000001000021600;153000;3702;;24401000000
1-я Грачевская;ул;37000001000021700;153007;3702;;24401000000
Грачевская 1-я;ул;37000001000021702;153007;3702;;24401000000
2-я Грачевская;ул;37000001000021800;153007;3702;;24401000000
Грачевская 2-я;ул;37000001000021802;153007;3702;;24401000000
3-я Грачевская;ул;37000001000021900;153007;3702;;24401000000
Грачевская 3-я;ул;37000001000021902;153007;3702;;24401000000
Грибоедова;ул;37000001000022000;153015;3702;;24401000000
Гудковый;пер;37000001000022100;153030;3702;;24401000000
ГСК-44;гск;37000001000022200;153021;3702;;24401000000
Дальний;пер;37000001000022300;153015;3702;;24401000000
Дальний;туп;37000001000022400;153015;3702;;24401000000
Дарьяльский;пер;37000001000022500;;3702;;24401000000
ГСК Строитель-91;гск;37000001000022600;153000;3702;;24401000000
2-я Дачная;ул;37000001000022700;153024;3702;;24401000000
Дачная 2-я;ул;37000001000022702;153024;3702;;24401000000
3-я Дачная;ул;37000001000022800;153024;3702;;24401000000
Дачная 3-я;ул;37000001000022802;153024;3702;;24401000000
4-я Дачная;ул;37000001000022900;153024;3702;;24401000000
Дачная 4-я;ул;37000001000022902;153024;3702;;24401000000
5-я Дачная;ул;37000001000023000;153024;3702;;24401000000
Дачная 5-я;ул;37000001000023002;153024;3702;;24401000000
Дачный;пер;37000001000023100;153024;3702;;24401000000
Строителей;сквер;37000001000023200;153009;3702;;24401000000
Демьяна Бедного;ул;37000001000023300;;3702;;24401000000
Дениса Давыдова;ул;37000001000023400;153045;3702;;24401000000
Дениса;ул;37000001000023401;153045;3702;;24401000000
1-я Депутатская;ул;37000001000023500;153045;3702;;24401000000
Депутатская 1-я;ул;37000001000023502;153045;3702;;24401000000
2-я Депутатская;ул;37000001000023600;153045;3702;;24401000000
Депутатская 2-я;ул;37000001000023602;153045;3702;;24401000000
Депутатский;пер;37000001000023700;153045;3702;;24401000000
1-я Деревенская;ул;37000001000023800;153043;3702;;24401000000
Деревенская 1-я;ул;37000001000023802;153043;3702;;24401000000
2-я Деревенская;ул;37000001000023900;153043;3702;;24401000000
Деревенская 2-я;ул;37000001000023902;153043;3702;;24401000000
3-я Деревенская;ул;37000001000024000;153043;3702;;24401000000
Деревенская 3-я;ул;37000001000024002;153043;3702;;24401000000
4-я Деревенская;ул;37000001000024100;153043;3702;;24401000000
Деревенская 4-я;ул;37000001000024102;153043;3702;;24401000000
Детская;ул;37000001000024200;153025;3702;;24401000000
Дзержинского;ул;37000001000024300;153025;3702;;24401000000
Диановых;ул;37000001000024400;153009;3702;;24401000000
Динамовская;ул;37000001000024500;153025;3702;;24401000000
Семейный;сквер;37000001000024600;153051;3702;;24401000000
Добролюбова;ул;37000001000024700;;3702;;24401000000
Бурылинский;сквер;37000001000024800;153002;3702;;24401000000
Домостроителей;ул;37000001000024900;153051;3702;;24401000000
Донская;ул;37000001000025000;153027;3702;;24401000000
Дорожная;ул;37000001000025100;153021;3702;;24401000000
Достоевского;ул;37000001000025200;153015;3702;;24401000000
Дружбы;ул;37000001000025300;153006;3702;;24401000000
ДСК;мкр;37000001000025400;153051;3702;;24401000000
Дуговая;ул;37000001000025500;153023;3702;;24401000000
Меланжистов;сквер;37000001000025600;153013;3702;;24401000000
Привокзальный;сквер;37000001000025700;153002;3702;;24401000000
Дуниловская;ул;37000001000025800;153045;3702;;24401000000
Дюковская;ул;37000001000025900;153023;3702;;24401000000
Школьный;сквер;37000001000026000;153035;3702;;24401000000
2-я Елочная;ул;37000001000026100;153023;3702;;24401000000
Елочная 2-я;ул;37000001000026102;153023;3702;;24401000000
3-я Елочная;ул;37000001000026200;153023;3702;;24401000000
Елочная 3-я;ул;37000001000026202;153023;3702;;24401000000
Якова Гарелина;сквер;37000001000026300;153025;3702;;24401000000
Ермолинская;ул;37000001000026400;153045;3702;;24401000000
1-я Ефимовская;ул;37000001000026500;153003;3702;;24401000000
Ефимовская 1-я;ул;37000001000026502;153003;3702;;24401000000
2-я Ефимовская;ул;37000001000026600;153003;3702;;24401000000
Ефимовская 2-я;ул;37000001000026602;153003;3702;;24401000000
1-я Ефремковская;ул;37000001000026700;153021;3702;;24401000000
Ефремковская 1-я;ул;37000001000026702;153021;3702;;24401000000
10-я Ефремковская;ул;37000001000026800;153021;3702;;24401000000
Ефремковская 10-я;ул;37000001000026802;153021;3702;;24401000000
2-я Ефремковская;ул;37000001000026900;153021;3702;;24401000000
Ефремковская 2-я;ул;37000001000026902;153021;3702;;24401000000
3-я Ефремковская;ул;37000001000027000;153021;3702;;24401000000
Ефремковская 3-я;ул;37000001000027002;153021;3702;;24401000000
4-я Ефремковская;ул;37000001000027100;153021;3702;;24401000000
Ефремковская 4-я;ул;37000001000027102;153021;3702;;24401000000
5-я Ефремковская;ул;37000001000027200;153021;3702;;24401000000
Ефремковская 5-я;ул;37000001000027202;153021;3702;;24401000000
6-я Ефремковская;ул;37000001000027300;153021;3702;;24401000000
Ефремковская 6-я;ул;37000001000027302;153021;3702;;24401000000
7-я Ефремковская;ул;37000001000027400;153021;3702;;24401000000
Ефремковская 7-я;ул;37000001000027402;153021;3702;;24401000000
8-я Ефремковская;ул;37000001000027500;153021;3702;;24401000000
Ефремковская 8-я;ул;37000001000027502;153021;3702;;24401000000
9-я Ефремковская;ул;37000001000027600;153021;3702;;24401000000
Ефремковская 9-я;ул;37000001000027602;153021;3702;;24401000000
Жарова;ул;37000001000027700;153000;3702;;24401000000
2-я Железнодорожная;ул;37000001000027800;153024;3702;;24401000000
Железнодорожная 2-я;ул;37000001000027802;153024;3702;;24401000000
3-я Железнодорожная;ул;37000001000027900;153024;3702;;24401000000
Железнодорожная 3-я;ул;37000001000027902;153024;3702;;24401000000
4-я Железнодорожная;ул;37000001000028000;153024;3702;;24401000000
Железнодорожная 4-я;ул;37000001000028002;153024;3702;;24401000000
5-я Железнодорожная;ул;37000001000028100;153024;3702;;24401000000
Железнодорожная 5-я;ул;37000001000028102;153024;3702;;24401000000
6-я Железнодорожная;ул;37000001000028200;153024;3702;;24401000000
Железнодорожная 6-я;ул;37000001000028202;153024;3702;;24401000000
Жугина;ул;37000001000028300;153022;3702;;24401000000
Жуковского;ул;37000001000028400;153013;3702;;24401000000
Заводская;ул;37000001000028500;153024;3702;;24401000000
10-я Завокзальная;ул;37000001000028600;153030;3702;;24401000000
Завокзальная 10-я;ул;37000001000028602;153030;3702;;24401000000
11-я Завокзальная;ул;37000001000028700;153030;3702;;24401000000
Завокзальная 11-я;ул;37000001000028702;153030;3702;;24401000000
2-я Завокзальная;ул;37000001000028800;153030;3702;;24401000000
Завокзальная 2-я;ул;37000001000028802;153030;3702;;24401000000
3-я Завокзальная;ул;37000001000028900;153030;3702;;24401000000
Завокзальная 3-я;ул;37000001000028902;153030;3702;;24401000000
4-я Завокзальная;ул;37000001000029000;153030;3702;;24401000000
Завокзальная 4-я;ул;37000001000029002;153030;3702;;24401000000
5-я Завокзальная;ул;37000001000029100;153030;3702;;24401000000
Завокзальная 5-я;ул;37000001000029102;153030;3702;;24401000000
7-я Завокзальная;ул;37000001000029200;153030;3702;;24401000000
Завокзальная 7-я;ул;37000001000029202;153030;3702;;24401000000
8-я Завокзальная;ул;37000001000029300;153030;3702;;24401000000
Завокзальная 8-я;ул;37000001000029302;153030;3702;;24401000000
Железобетон;тер. СНТ;37000001000029400;153015;3702;;24401000000
1-й Завокзальный;пер;37000001000029500;153030;3702;;24401000000
Завокзальный 1-й;пер;37000001000029502;153030;3702;;24401000000
2-й Завокзальный;пер;37000001000029600;153030;3702;;24401000000
Завокзальный 2-й;пер;37000001000029602;153030;3702;;24401000000
3-й Завокзальный;пер;37000001000029700;153030;3702;;24401000000
Завокзальный 3-й;пер;37000001000029702;153030;3702;;24401000000
4-й Завокзальный;пер;37000001000029800;153030;3702;;24401000000
Завокзальный 4-й;пер;37000001000029802;153030;3702;;24401000000
6-й Завокзальный;пер;37000001000029900;153030;3702;;24401000000
Завокзальный 6-й;пер;37000001000029902;153030;3702;;24401000000
7-й Завокзальный;пер;37000001000030000;153030;3702;;24401000000
Завокзальный 7-й;пер;37000001000030002;153030;3702;;24401000000
Троицкий;сквер;37000001000030100;153000;3702;;24401000000
8-й Завокзальный;пер;37000001000030200;153030;3702;;24401000000
Завокзальный 8-й;пер;37000001000030202;153030;3702;;24401000000
Воинов-Интернационалистов;сквер;37000001000030300;153002;3702;;24401000000
Введенский;сквер;37000001000030400;153037;3702;;24401000000
Молодежный;сквер;37000001000030500;153000;3702;;24401000000
Есенинский;сквер;37000001000030600;153012;3702;;24401000000
2-я Западная;ул;37000001000030700;153025;3702;;24401000000
Западная 2-я;ул;37000001000030702;153025;3702;;24401000000
3-я Западная;ул;37000001000030800;153025;3702;;24401000000
Западная 3-я;ул;37000001000030802;153025;3702;;24401000000
4-я Западная;ул;37000001000030900;153025;3702;;24401000000
Западная 4-я;ул;37000001000030902;153025;3702;;24401000000
Запольный;пер;37000001000031000;153012;3702;;24401000000
1-я Запрудная;ул;37000001000031100;;3702;;24401000000
Запрудная 1-я;ул;37000001000031102;;3702;;24401000000
1-Запрудная;ул;37000001000031103;;3702;;24401000000
2-я Запрудная;ул;37000001000031200;;3702;;24401000000
Запрудная 2-я;ул;37000001000031202;;3702;;24401000000
Заречный;пер;37000001000031300;153006;3702;;24401000000
2-й Зарядьевский;пер;37000001000031400;153002;3702;;24401000000
Зарядьевский 2-й;пер;37000001000031402;153002;3702;;24401000000
Звездная;ул;37000001000031500;153025;3702;;24401000000
